Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State
India Pale Ale,2460,0.063,65,88,American IPA,16,Kirkwood Station Brewing Company,Kirkwood, MO
Blackberry Wheat,2459,0.048,11,88,American Pale Wheat Ale,16,Kirkwood Station Brewing Company,Kirkwood, MO
Longboard Island Lager,1274,0.046,18,440,American Amber / Red Lager,24,Kona Brewing Company,Kona, HI
Longboard Island Lager,1220,0.046,18,440,American Amber / Red Lager,16,Kona Brewing Company,Kona, HI
Longboard Island Lager,1070,0.046,18,440,American Amber / Red Lager,12,Kona Brewing Company,Kona, HI
Longboard Island Lager,590,0.046,18,440,American Amber / Red Lager,12,Kona Brewing Company,Kona, HI
Choc Beer (2003),781,0.04,9,506,American Dark Wheat Ale,12,Krebs Brewing Company (Pete's Pl...,Krebs, OK
Bellingham Beer Week 2013 Collaboration,1637,0.08,,355,Belgian Strong Dark Ale,16,Kulshan Brewery,Bellingham, WA
A Slice of Hefen,1741,0.054,15,333,Hefeweizen,16,La Cumbre Brewing Company,Albuquerque, NM
Elevated IPA,664,0.072,100,333,American IPA,16,La Cumbre Brewing Company,Albuquerque, NM
Rumspringa Golden Bock,392,0.066,30,546,Maibock / Helles Bock,12,Lancaster Brewing Company,Lancaster, PA
Lancaster German Style Kölsch,195,0.048,28,546,Kölsch,12,Lancaster Brewing Company,Lancaster, PA
Beach Cruiser,2547,0.045,,60,Hefeweizen,12,Latitude 42 Brewing Company,Portage, MI
I.P. Eh!,2493,0.068,72,60,American IPA,12,Latitude 42 Brewing Company,Portage, MI
Schoolhouse Honey,2492,0.05,,60,American Amber / Red Ale,12,Latitude 42 Brewing Company,Portage, MI
10 Degrees of Separation,2491,0.055,30,60,English Brown Ale,12,Latitude 42 Brewing Company,Portage, MI
Laughing Dog Cream Ale,2108,0.05,12,219,Cream Ale,12,Laughing Dog Brewing Company,Ponderay, ID
Two-One Niner,1397,0.048,9,219,American Pilsner,12,Laughing Dog Brewing Company,Ponderay, ID
Laughing Dog IPA,1396,0.064,66,219,American IPA,12,Laughing Dog Brewing Company,Ponderay, ID
Madra Allta,1675,0.064,95,346,American IPA,12,Lavery Brewing Company,Erie, PA
Duluchan India Pale Ale,1249,0.056,70,346,American IPA,12,Lavery Brewing Company,Erie, PA
Lazy Monk Bohemian Pilsner,1445,0.05,30,407,Czech Pilsener,16,Lazy Monk Brewing,Eau Claire, WI
Yellowstone Golden Ale,475,0.051,12,538,Kölsch,12,Lewis and Clark Brewing Company,Helena, MT
Tumbleweed IPA,474,0.057,68,538,American IPA,12,Lewis and Clark Brewing Company,Helena, MT
Lewis & Clark Amber Ale,473,0.05,10,538,American Amber / Red Ale,12,Lewis and Clark Brewing Company,Helena, MT
Miner's Gold Hefeweizen,472,0.05,10,538,Hefeweizen,12,Lewis and Clark Brewing Company,Helena, MT
Back Country Scottish Ale,471,0.057,17,538,Scottish Ale,12,Lewis and Clark Brewing Company,Helena, MT
Getaway,2036,0.052,30,245,German Pilsener,16,Lift Bridge Brewing Company,Stillwater, MN
Farm Girl Saison,1168,0.06,30,245,Saison / Farmhouse Ale,16,Lift Bridge Brewing Company,Stillwater, MN
Adam's Stout,1832,0.058,40,299,American Stout,12,Liquid Hero Brewery,York, PA
American Hero,1688,0.057,42,299,American Amber / Red Ale,12,Liquid Hero Brewery,York, PA
Schweet Ale,1687,0.052,20,299,Fruit / Vegetable Beer,12,Liquid Hero Brewery,York, PA
Irregardless IPA,1686,0.065,75,299,American IPA,12,Liquid Hero Brewery,York, PA
Peach Pale Ale,2434,0.057,40,105,American Pale Ale (APA),12,Lone Tree Brewing Company,Lone Tree, CO
Deadeye Jack,2332,0.06,32,150,American Porter,12,Lonerider Brewing Company,Raleigh, NC
Pistols at Dawn,2330,0.075,,150,American Stout,16,Lonerider Brewing Company,Raleigh, NC
Peacemaker Pale Ale,2329,0.057,47,150,American Pale Ale (APA),12,Lonerider Brewing Company,Raleigh, NC
Shotgun Betty,2327,0.058,11,150,Hefeweizen,12,Lonerider Brewing Company,Raleigh, NC
Sweet Josie,2326,0.061,30,150,American Brown Ale,12,Lonerider Brewing Company,Raleigh, NC
Long Trail IPA,1926,0.059,42,269,English India Pale Ale (IPA),12,Long Trail Brewing Company,Bridgewater Corners, VT
Long Trail Ale,1924,0.046,30,269,American Amber / Red Ale,12,Long Trail Brewing Company,Bridgewater Corners, VT
Double Bag,1090,0.072,33,269,Altbier,16,Long Trail Brewing Company,Bridgewater Corners, VT
Blackbeary Wheat,574,0.04,8,269,Fruit / Vegetable Beer,12,Long Trail Brewing Company,Bridgewater Corners, VT
Long Trail Ale (1),573,0.046,30,269,Altbier,12,Long Trail Brewing Company,Bridgewater Corners, VT
Gose,2584,0.046,8,42,Gose,16,Lost Nation Brewing,East Fairfield, VT
Vermont Pilsner,2583,0.048,20,42,German Pilsener,16,Lost Nation Brewing,East Fairfield, VT
Mosaic Single Hop IPA,2582,0.055,,42,American IPA,16,Lost Nation Brewing,East Fairfield, VT
Lost Galaxy,2581,0.045,50,42,American IPA,16,Lost Nation Brewing,East Fairfield, VT
Face Plant IPA,1309,0.062,65,431,American IPA,12,Lost Rhino Brewing Company,Ashburn, VA
Rhino Chasers Pilsner,1308,0.056,55,431,Czech Pilsener,12,Lost Rhino Brewing Company,Ashburn, VA
Slow Hand Stout,1571,0.052,29,378,American Stout,16,Lucette Brewing Company,Menominee, WI
Hips Don't Lie,1204,0.062,,457,Hefeweizen,16,Lucette Brewing Company,Menominie, WI
Ride Again Pale Ale,1122,0.052,33,457,American Pale Ale (APA),16,Lucette Brewing Company,Menominie, WI
The Farmer's Daughter,700,0.048,15,457,American Blonde Ale,16,Lucette Brewing Company,Menominie, WI
Pub Ale,2033,0.038,18,246,English Dark Mild Ale,12,Lucky Town Brewing Company,Jackson, MS
Ballistic Blonde,2032,0.051,31,246,Belgian Pale Ale,12,Lucky Town Brewing Company,Jackson, MS
Knotty Pine,2311,0.054,,159,American Pale Ale (APA),12,Lumberyard Brewing Company,Flagstaff, AZ
Lumberyard Pilsner,1153,0.053,20,159,American Pilsner,12,Lumberyard Brewing Company,Flagstaff, AZ
Lumberyard IPA,355,0.061,90,159,American IPA,12,Lumberyard Brewing Company,Flagstaff, AZ
Lumberyard Red Ale,125,0.058,50,159,American Amber / Red Ale,12,Lumberyard Brewing Company,Flagstaff, AZ
Mac's Highlander Pale Ale (2000),962,0.05,,486,American Pale Ale (APA),12,MacTarnahans Brewing Company,Portland, OR
Mac's Scottish Style Amber Ale (2000),961,0.051,32,486,American Amber / Red Ale,12,MacTarnahans Brewing Company,Portland, OR
Macon Progress Ale,1475,0.05,35,401,American Pale Ale (APA),12,Macon Beer Company,Macon, GA
Macon History Ale,1008,0.055,20,401,American Brown Ale,12,Macon Beer Company,Macon, GA
Galaxy High,2454,0.099,120,92,American Double / Imperial IPA,12,Madtree Brewing Company,Cincinnati, OH
Sol Drifter,2209,0.043,18,92,American Blonde Ale,12,Madtree Brewing Company,Cincinnati, OH
Thunder Snow,2133,0.085,18,92,Winter Warmer,12,Madtree Brewing Company,Cincinnati, OH
The Great Pumpcan,1994,0.079,18,92,Fruit / Vegetable Beer,16,Madtree Brewing Company,Cincinnati, OH
LIFT,1816,0.047,11,92,Kölsch,12,Madtree Brewing Company,Cincinnati, OH
SPRYE,1815,0.05,40,92,American Pale Ale (APA),12,Madtree Brewing Company,Cincinnati, OH
Psychopathy,1126,0.069,70,92,American IPA,12,Madtree Brewing Company,Cincinnati, OH
Gnarly Brown,1125,0.07,32,92,American Brown Ale,12,Madtree Brewing Company,Cincinnati, OH
Happy Amber,1124,0.06,30,92,American Amber / Red Ale,12,Madtree Brewing Company,Cincinnati, OH
#9,1813,0.051,20,304,Fruit / Vegetable Beer,16,Magic Hat Brewing Company,South Burlington, VT
Elder Betty,1113,0.055,13,304,Hefeweizen,12,Magic Hat Brewing Company,South Burlington, VT
#9,360,0.051,20,304,Fruit / Vegetable Beer,12,Magic Hat Brewing Company,South Burlington, VT
High Country Pilsner (Current),511,0.042,,535,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes, CA
Epic IPA,75,0.065,65,535,American IPA,12,Mammoth Brewing Company,Mammoth Lakes, CA
Golden Trout Pilsner,74,0.042,,535,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes, CA
Real McCoy Amber Ale (Current),73,0.045,20,535,American Amber / Red Ale,12,Mammoth Brewing Company,Mammoth Lakes, CA
Festivus (1),1628,0.072,,357,Winter Warmer,12,Manayunk Brewing Company,Philadelphia, PA
Manayunk Oktoberfest,1626,0.067,,357,Märzen / Oktoberfest,12,Manayunk Brewing Company,Philadelphia, PA
Belgian Style Session Ale,1625,0.045,21,357,Belgian Pale Ale,12,Manayunk Brewing Company,Philadelphia, PA
Manayunk IPA,1624,0.055,,357,American IPA,12,Manayunk Brewing Company,Philadelphia, PA
Yunkin' Punkin',1600,0.055,21,357,Pumpkin Ale,12,Manayunk Brewing Company,Philadelphia, PA
Summer Paradise,1484,0.05,18,357,American Pale Wheat Ale,12,Manayunk Brewing Company,Philadelphia, PA
Monk from the 'Yunk,1356,0.09,30,357,Tripel,12,Manayunk Brewing Company,Philadelphia, PA
Schuylkill Punch,1355,0.06,14,357,Fruit / Vegetable Beer,12,Manayunk Brewing Company,Philadelphia, PA
Dreamin' Double IPA,1334,0.085,85,357,American Double / Imperial IPA,12,Manayunk Brewing Company,Philadelphia, PA
Chaotic Double IPA,1674,0.099,93,347,American Double / Imperial IPA,12,Manzanita Brewing Company,Santee, CA
Manzanita IPA,1673,0.08,88,347,American IPA,12,Manzanita Brewing Company,Santee, CA
Riverwalk Blonde Ale,1672,0.06,25,347,American Blonde Ale,12,Manzanita Brewing Company,Santee, CA
Gillespie Brown Ale,1671,0.095,49,347,American Brown Ale,12,Manzanita Brewing Company,Santee, CA
Manzanita Pale Ale,1670,0.066,44,347,American Pale Ale (APA),12,Manzanita Brewing Company,Santee, CA
Marble Pilsner,1262,0.047,40,444,German Pilsener,12,Marble Brewery,Albuquerque, NM
Marble India Pale Ale,845,0.062,95,444,American IPA,12,Marble Brewery,Albuquerque, NM
Toughcats IPA,1783,0.072,66,318,American IPA,16,Marshall Wharf Brewing Company,Belfast, ME
Tug Pale Ale,1717,0.05,100,318,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast, ME
Sexy Chaos,1716,0.099,108,318,Russian Imperial Stout,16,Marshall Wharf Brewing Company,Belfast, ME
Ace Hole American Pale Ale,1516,0.063,84,318,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast, ME
Cant Dog Imperial Pale Ale,725,0.097,,318,American Double / Imperial IPA,16,Marshall Wharf Brewing Company,Belfast, ME
River House,2308,0.05,20,162,Saison / Farmhouse Ale,16,Martin House Brewing Company,Fort Worth, TX
Pretzel Stout,2268,0.065,47,162,American Stout,16,Martin House Brewing Company,Fort Worth, TX
Rubberneck Red,2197,0.05,35,162,American Amber / Red Ale,16,Martin House Brewing Company,Fort Worth, TX
The Imperial Texan,2120,0.08,100,162,American Double / Imperial IPA,16,Martin House Brewing Company,Fort Worth, TX
The Imperial Texan,1234,0.08,100,162,American Double / Imperial IPA,12,Martin House Brewing Company,Fort Worth, TX
Day Break 4-Grain Breakfast Beer,1233,0.05,20,162,Rye Beer,16,Martin House Brewing Company,Fort Worth, TX
River House Saison,1232,0.05,28,162,Saison / Farmhouse Ale,12,Martin House Brewing Company,Fort Worth, TX
There Will Be Stout,1231,0.065,,162,American Stout,12,Martin House Brewing Company,Fort Worth, TX
Our Legacy IPA,1831,0.065,60,300,American IPA,12,Matt Brewing Company,Utica, NY
Saranac Shandy,1359,0.042,,300,Shandy,12,Matt Brewing Company,Utica, NY
Our Legacy IPA,1135,0.065,60,300,American IPA,16,Matt Brewing Company,Utica, NY
Saranac Golden Pilsener (2003),960,0.051,,300,German Pilsener,12,Matt Brewing Company,Utica, NY
Saranac Adirondack Light (2002),959,0.045,22,300,Light Lager,12,Matt Brewing Company,Utica, NY
DAX Light (1998),958,0.045,,300,Light Lager,12,Matt Brewing Company,Utica, NY
Saranac Traditional Lager (2000),957,0.048,,300,American Pale Lager,12,Matt Brewing Company,Utica, NY
Pomegranate Wheat (2008),956,0.047,,300,Fruit / Vegetable Beer,12,Matt Brewing Company,Utica, NY
Blueberry Blonde Ale,773,0.05,12,300,American Blonde Ale,12,Matt Brewing Company,Utica, NY
Saranac White IPA,686,0.06,,300,American IPA,12,Matt Brewing Company,Utica, NY
Saranac Summer Ale (2011),453,0.047,,300,American Pale Wheat Ale,12,Matt Brewing Company,Utica, NY
Saranac Pale Ale (12 oz.),150,0.055,32,300,English Pale Ale,12,Matt Brewing Company,Utica, NY
Saranac Pale Ale (16 oz.),133,0.055,32,300,English Pale Ale,16,Matt Brewing Company,Utica, NY
Lahaina Town Brown,1578,0.051,20,376,American Brown Ale,12,Maui Brewing Company,Lahaina, HI
Pau Hana Pilsner,1429,0.055,30,376,Czech Pilsener,12,Maui Brewing Company,Lahaina, HI
Lemongrass Saison,1271,0.05,,376,Saison / Farmhouse Ale,12,Maui Brewing Company,Lahaina, HI
Aloha BÃ¢â‚¬â„¢akÃ¢â‚¬â„¢tun,713,0.07,,376,Belgian Strong Dark Ale,12,Maui Brewing Company,Lahaina, HI
Liquid Breadfruit,712,0.082,,376,Fruit / Vegetable Beer,12,Maui Brewing Company,Lahaina, HI
Sobrehumano Palena'ole,690,0.06,24,376,American Amber / Red Ale,12,Maui Brewing Company,Lahaina, HI
La Perouse White,547,0.05,12,376,Witbier,12,Maui Brewing Company,Lahaina, HI
Flyin' HI.P.Hay,435,0.068,68,376,American IPA,12,Maui Brewing Company,Lahaina, HI
Mana Wheat,313,0.055,15,376,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina, HI
Bikini Blonde Lager,33,0.045,18,376,Munich Helles Lager,12,Maui Brewing Company,Lahaina, HI
CoCoNut Porter,32,0.057,30,376,American Porter,12,Maui Brewing Company,Lahaina, HI
Big Swell IPA,31,0.062,65,376,American IPA,12,Maui Brewing Company,Lahaina, HI
Pit Stop Chocolate Porter,1237,0.037,34,449,American Porter,12,Mavericks Beer Company,Half Moon Bay, CA
Pace Setter Belgian Style Wit,1236,0.037,21,449,Witbier,12,Mavericks Beer Company,Half Moon Bay, CA
Back in the Saddle Rye Pale Ale,1047,0.037,53,449,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay, CA
Bushwhacker Cider,1986,0.069,,255,Cider,16,Meckley's Cidery,Somerset Center, MI
Weim-R-Iner,1985,0.069,,255,Cider,16,Meckley's Cidery,Somerset Center, MI
Cherry Bomb,1984,0.069,,255,Cider,16,Meckley's Cidery,Somerset Center, MI
Tsunami IPA,2186,0.072,75,204,American IPA,19.2,Mehana Brewing Co.,Hilo, HI
Tsunami IPA,2185,0.072,75,204,American IPA,12,Mehana Brewing Co.,Hilo, HI
Humpback Blonde Ale,2184,0.042,22,204,American Blonde Ale,12,Mehana Brewing Co.,Hilo, HI
Hawaiian Crow Porter,2178,0.052,27,204,American Porter,12,Mehana Brewing Co.,Hilo, HI
Volcano Red Ale,2177,0.052,23,204,American Amber / Red Ale,12,Mehana Brewing Co.,Hilo, HI
Mauna Kea Pale Ale,2176,0.054,42,204,American Pale Ale (APA),12,Mehana Brewing Co.,Hilo, HI
Shark Bait,1508,0.053,11,394,Fruit / Vegetable Beer,12,Miami Brewing Company,Miami, FL
Gator Tail Brown Ale,1507,0.053,30,394,American Brown Ale,12,Miami Brewing Company,Miami, FL
Miami Vice IPA,1506,0.071,62,394,American IPA,12,Miami Brewing Company,Miami, FL
Big Rod Coconut Ale,1325,0.053,16,394,American Blonde Ale,12,Miami Brewing Company,Miami, FL
Mickey Finn's Amber Ale,174,0.056,,553,American Amber / Red Ale,12,Mickey Finn's Brewery,Libertyville, IL
Pleasure Town,2093,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
Pleasure Town IPA,1814,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
Snowshoe White Ale,587,0.048,12,224,Witbier,12,Midnight Sun Brewing Company,Anchorage, AK
Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage, AK
Sockeye Red IPA,434,0.057,70,224,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
Habitus (2014),2668,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA
Solis,2667,0.075,85,4,American IPA,16,Mike Hess Brewing Company,San Diego, CA
Jucundus,2666,0.06,24,4,Wheat Ale,16,Mike Hess Brewing Company,San Diego, CA
Habitus,2664,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA
Grazias,2663,0.063,30,4,Cream Ale,16,Mike Hess Brewing Company,San Diego, CA
Claritas,2662,0.058,28,4,Kölsch,16,Mike Hess Brewing Company,San Diego, CA
Vinyl Frontier,2535,0.083,,66,American Double / Imperial IPA,24,Mikerphone Brewing,Chicago, IL
Disco Superfly,2534,0.08,,66,American IPA,24,Mikerphone Brewing,Chicago, IL
Misty Mountain Hop,2533,0.075,,66,American IPA,24,Mikerphone Brewing,Chicago, IL
One-Hit Wonderful,2532,0.075,,66,Belgian IPA,24,Mikerphone Brewing,Chicago, IL
En Parfaite Harmonie,2531,0.065,,66,Saison / Farmhouse Ale,24,Mikerphone Brewing,Chicago, IL
Daft Funk,2530,0.043,8,66,Berliner Weissbier,24,Mikerphone Brewing,Chicago, IL
Love In An Ellavator,2529,0.075,25,66,American IPA,24,Mikerphone Brewing,Chicago, IL
Spin Doctor,2528,0.053,10,66,American Pale Ale (APA),24,Mikerphone Brewing,Chicago, IL
Keeper (Current),1612,0.05,50,364,American Pilsner,12,Mikkeller,Pottstown, PA
Better Half,1611,0.068,,364,American IPA,12,Mikkeller,Pottstown, PA
SNO White Ale,1273,0.048,15,441,Witbier,16,MillKing It Productions,Royal Oak, MI
BRIK Irish Red Ale,365,0.048,15,441,Irish Red Ale,16,MillKing It Productions,Royal Oak, MI
AXL Pale Ale,273,0.058,,441,American Pale Ale (APA),16,MillKing It Productions,Royal Oak, MI
Hop Freak,1884,0.087,80,285,American Double / Imperial IPA,16,Milwaukee Brewing Company,Milwaukee, WI
Louie's Demise Amber Ale,1272,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI
Hop Happy,1080,0.075,51,285,American IPA,16,Milwaukee Brewing Company,Milwaukee, WI
Booyah Farmhouse Ale,932,0.065,20,285,Saison / Farmhouse Ale,16,Milwaukee Brewing Company,Milwaukee, WI
O-Gii,776,0.092,24,285,Witbier,16,Milwaukee Brewing Company,Milwaukee, WI
Flaming Damsel Lager (2010),172,0.048,18,285,Vienna Lager,16,Milwaukee Brewing Company,Milwaukee, WI
LouieÃ¢â‚¬â„¢s Demise Immort-Ale (2010),171,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI
Axe Head Malt Liquor,2361,0.099,50,135,American Malt Liquor,24,Minhas Craft Brewery,Monroe, WI
Huber Bock (2014),2359,0.054,23,135,Bock,16,Minhas Craft Brewery,Monroe, WI
Minhas Light (2012),2358,0.04,,135,Light Lager,12,Minhas Craft Brewery,Monroe, WI
Huber,2282,0.05,,135,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
Clear Creek Ice,2281,0.062,,135,American Pale Lager,16,Minhas Craft Brewery,Monroe, WI
Clear Creek Ice,2280,0.062,,135,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
Mountain Crest,2279,0.055,,135,American Pale Lager,16,Minhas Craft Brewery,Monroe, WI
Mountain Crest,2278,0.055,,135,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
Mountain Creek (2013),2277,0.055,,135,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
Boxer,2276,0.05,,135,American Adjunct Lager,24,Minhas Craft Brewery,Monroe, WI
Boxer Light,2275,0.042,,135,Light Lager,12,Minhas Craft Brewery,Monroe, WI
Boxer Ice,2274,0.055,,135,American Adjunct Lager,12,Minhas Craft Brewery,Monroe, WI
Boxer,2273,0.05,,135,American Adjunct Lager,12,Minhas Craft Brewery,Monroe, WI
Cortez Gold,2442,0.05,20,99,Belgian Pale Ale,32,Mission Brewery,San Diego, CA
Mission IPA,2441,0.068,66,99,American IPA,32,Mission Brewery,San Diego, CA
El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,Mission Brewery,San Diego, CA
Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32,Mission Brewery,San Diego, CA
Squeaky Bike Nut Brown Ale,1476,0.04,35,400,American Brown Ale,16,Moab Brewery,Moab, UT
Dead Horse Amber,902,0.04,,400,American Pale Wheat Ale,16,Moab Brewery,Moab, UT
Rocket Bike American Lager,645,0.04,,400,California Common / Steam Beer,16,Moab Brewery,Moab, UT
Johnny's American IPA,644,0.04,60,400,American IPA,16,Moab Brewery,Moab, UT
Boneshaker Brown Ale,337,0.055,30,548,English Brown Ale,24,Moat Mountain Smoke House & Brew...,North Conway, NH
Iron Mike Pale Ale,336,0.056,,548,American Pale Ale (APA),24,Moat Mountain Smoke House & Brew...,North Conway, NH
Monkadelic,2236,0.042,19,190,American Pale Ale (APA),12,Modern Monks Brewery,Lincoln, NE
City of the Sun,2159,0.075,85,210,American IPA,16,Modern Times Beer,San Diego, CA
Booming Rollers,2157,0.068,75,210,American IPA,16,Modern Times Beer,San Diego, CA
Oneida,2156,0.052,50,210,American Pale Ale (APA),16,Modern Times Beer,San Diego, CA
Aurora,2154,0.067,75,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA
Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego, CA
Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,Modern Times Beer,San Diego, CA
Black House,1493,0.058,40,210,American Stout,16,Modern Times Beer,San Diego, CA
Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA
Wapiti Amber Ale,327,0.05,,550,American Amber / Red Ale,12,Mogollon Brewing Company,Flagstaff, AZ
Sweet Georgia Brown,719,0.054,25,515,American Brown Ale,16,Monkey Paw Pub & Brewery,San Diego, CA
Rich Man's IIPA,718,0.087,,515,American Double / Imperial IPA,16,Monkey Paw Pub & Brewery,San Diego, CA
Monkey Paw Oatmeal Pale Ale,717,0.058,,515,American Pale Ale (APA),16,Monkey Paw Pub & Brewery,San Diego, CA
Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12,Montauk Brewing Company,Montauk, NY
Driftwood Ale,1906,0.06,49,277,Extra Special / Strong Bitter (ESB),12,Montauk Brewing Company,Montauk, NY
When Helles Freezes Over,1756,0.056,18,327,Munich Helles Lager,12,Morgan Street Brewery,Saint Louis, MO
Morgan Street Oktoberfest,1617,0.049,24,327,Märzen / Oktoberfest,12,Morgan Street Brewery,Saint Louis, MO
Honey Wheat,1052,0.047,14,327,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis, MO
Black Bear Dark Lager,1051,0.046,24,327,Schwarzbier,12,Morgan Street Brewery,Saint Louis, MO
Golden Pilsner,1046,0.05,35,327,German Pilsener,12,Morgan Street Brewery,Saint Louis, MO
Cali Creamin',2413,0.052,21,112,Cream Ale,12,Mother Earth Brew Company,Vista, CA
Second Wind Pale Ale,419,0.05,,541,American Pale Ale (APA),12,Mother Earth Brewing Company,Kinston, NC
Sunny Haze,408,0.05,,541,Hefeweizen,12,Mother Earth Brewing Company,Kinston, NC
Towhead,2237,0.052,21,189,American Blonde Ale,12,Mother's Brewing,Springfield, MO
Lil' Helper,2208,0.07,70,189,American IPA,12,Mother's Brewing,Springfield, MO
Train Wreck,1952,0.082,,261,American Amber / Red Ale,16,Mountain Town Brewing Company ,Mount Pleasant, MI
Full Moon Belgian White Ale,768,0.085,,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ
Desert Magic IPA,625,0.072,70,508,American IPA,12,Mudshark Brewing Company,Lake Havasu City, AZ
Up River Light,326,0.042,,508,Light Lager,12,Mudshark Brewing Company,Lake Havasu City, AZ
Full Moon Belgian White Ale (2007),132,0.085,,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ
Dry Heat Hefeweizen (2006),131,0.055,,508,Hefeweizen,12,Mudshark Brewing Company,Lake Havasu City, AZ
Mustang Sixty-Six,1598,0.05,18,367,American Amber / Red Lager,12,Mustang Brewing Company,Mustang, OK
Mustang '33,862,0.04,11,367,American Pale Lager,12,Mustang Brewing Company,Mustang, OK
Session '33 (2011),699,0.04,,367,American Pale Lager,12,Mustang Brewing Company,Mustang, OK
Mustang Golden Ale,421,0.053,10,367,American Blonde Ale,12,Mustang Brewing Company,Mustang, OK
Washita Wheat,420,0.053,14,367,American Pale Wheat Ale,12,Mustang Brewing Company,Mustang, OK
Gansett Light,2345,0.037,10,144,Light Lager,16,Narragansett Brewing Company,Providence, RI
Bohemian Pils,2224,0.052,30,144,American Pilsner,16,Narragansett Brewing Company,Providence, RI
Autocrat Coffee Milk Stout,1775,0.053,30,144,Milk / Sweet Stout,16,Narragansett Brewing Company,Providence, RI
Narragansett Bohemian Pilsner,1291,0.086,35,144,German Pilsener,16,Narragansett Brewing Company,Providence, RI
Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12,Narragansett Brewing Company,Providence, RI
Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16,Narragansett Brewing Company,Providence, RI
Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16,Narragansett Brewing Company,Providence, RI
Narragansett Porter,316,0.07,22,144,American Porter,16,Narragansett Brewing Company,Providence, RI
Narragansett Bock,315,0.065,32,144,Bock,16,Narragansett Brewing Company,Providence, RI
Narragansett Fest Lager,314,0.055,15,144,Märzen / Oktoberfest,16,Narragansett Brewing Company,Providence, RI
Undun Blonde Ale,1537,0.053,,388,American Blonde Ale,16,Natian Brewery,Portland, OR
CuDa Cascadian Dark Ale,1536,0.074,60,388,American Black Ale,16,Natian Brewery,Portland, OR
Old Grogham Imperial India Pale Ale,1265,0.085,86,388,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
Old Grogham Imperial India Pale Ale (2012),747,0.085,86,388,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
CuDa Cascadian Dark Ale (2012),746,0.074,60,388,American Black Ale,16,Natian Brewery,Portland, OR
Undun Blonde Ale (2012),654,0.053,,388,American Blonde Ale,16,Natian Brewery,Portland, OR
Wick For Brains,1705,0.061,11,338,Pumpkin Ale,12,Nebraska Brewing Company,Papillion, NE
Nebraska India Pale Ale,1148,0.065,65,338,American IPA,12,Nebraska Brewing Company,Papillion, NE
EOS Hefeweizen,1147,0.048,10,338,Hefeweizen,12,Nebraska Brewing Company,Papillion, NE
Brunette Nut Brown Ale,1146,0.048,15,338,English Brown Ale,12,Nebraska Brewing Company,Papillion, NE
Cardinal Pale Ale,1145,0.057,29,338,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion, NE
County Line IPA,1758,0.066,65,326,American IPA,12,Neshaminy Creek Brewing Company,Croydon, PA
Trauger Pilsner,1757,0.048,,326,German Pilsener,12,Neshaminy Creek Brewing Company,Croydon, PA
Slow Ride,2475,0.045,40,83,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
Ranger IPA,2230,0.065,70,83,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
Shift,1987,0.05,29,83,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO
1554 Black Lager,1978,0.056,21,83,Euro Dark Lager,12,New Belgium Brewing Company,Fort Collins, CO
